"Gene","mean","variance","variance.expected","variance.standardized"
"CXCL8",0.339142857142857,6.08014787898582,1.52232291937617,3.80292972288403
"TYROBP",6.95742857142857,255.36457755277,67.4554441544662,3.78567780189856
"SCT",0.0434285714285714,0.893226309557833,0.181535086716772,3.76675941724235
"CCL5",9.712,407.525491854817,110.280127273632,3.69536653547422
"TCL1A",0.255142857142857,4.14494353488752,1.12658027506575,3.67922608501697
"CLIC3",0.466571428571429,7.86027117952068,2.15370061002758,3.64965824076171
"TPM2",0.068,1.13112775078594,0.289110277809969,3.63642226099286
"TRDC",0.439142857142857,7.2912367615237,2.01509084267605,3.61831665705002
"STMN1",0.542,15.9265007144898,2.53856040821926,3.60787795624137
"FOS",4.154,116.412116033153,32.2973929301896,3.60438120453794
"IFITM3",0.560285714285714,9.44563581431429,2.63311514419237,3.58724753649597
"PSAP",6.80028571428571,233.913518066387,65.2506608389444,3.58484519633826
"GZMK",2.33114285714286,52.501058996448,14.6497892398405,3.58374159088035
